,train_loss,val_loss
0,0.17274107716300272,0.229551762342453
1,0.15442851727659052,0.23706699907779694
2,0.14312027936631982,0.19896529912948607
3,0.13331132449887015,0.12106880396604539
4,0.12673644450577823,0.1797713041305542
5,0.11960186538371173,0.1189332976937294
6,0.11500082571398128,0.11928096562623977
7,0.11073494296182286,0.1090113639831543
8,0.10770478031852028,0.10893264263868332
9,0.1042161536487666,0.10517772436141967
10,0.1012577556750991,0.10510217696428299
11,0.09881421043114229,0.10109264701604843
12,0.09824738922444257,0.10319843143224716
13,0.09675467894835905,0.10162546336650849
14,0.0941332524473017,0.09481690227985382
15,0.09241301092234525,0.10526775121688843
16,0.09190460497682745,0.10411053001880646
17,0.09099150042642247,0.09289378225803376
18,0.09102666107091037,0.09256447255611419
19,0.0899793268604712,0.09840831756591797
20,0.08964403786442497,0.09554213136434556
21,0.08877261524850671,0.09191440641880036
22,0.08745894106951627,0.09436722248792648
23,0.08641383661465211,0.09205576926469802
24,0.08587532084096562,0.0955221027135849
25,0.08638776500116695,0.09538873583078385
26,0.08568091622807762,0.09178998917341233
27,0.08570743826302615,0.09222216308116912
28,0.08726202222433957,0.09334781169891357
29,0.08541806177659468,0.09567907005548477
30,0.08515163104642522,0.10003569424152374
31,0.08572968501936305,0.09461753964424133
32,0.08474848554892973,0.09448104947805405
33,0.08285966515541077,0.08980997055768966
34,0.08281338011676614,0.091243577003479
35,0.08306150544773448,0.08809756934642791
36,0.08504137870940295,0.0905628502368927
37,0.08255080472339284,0.08925716280937195
38,0.08230027285489169,0.08853229582309723
39,0.08183601430871269,0.08733276277780533
40,0.0826041962612759,0.0911508932709694
41,0.08251460844820196,0.0878285899758339
42,0.0815073935823007,0.08870372027158738
43,0.08439233763651414,0.0928975760936737
44,0.08176275478167967,0.09171953499317169
45,0.08154733004895123,0.09280692636966706
46,0.0815342901782556,0.0937963530421257
47,0.08106786486777393,0.0985829472541809
48,0.08075982332229614,0.09175345003604889
49,0.08076363869688728,0.09082164317369461
50,0.08093621920455586,0.08619590848684311
51,0.08025293729522011,0.09065149128437042
52,0.07992619885639711,0.0920720100402832
53,0.0790102170272307,0.09020849019289016
54,0.07944954864003441,0.08902117609977722
55,0.07980567961931229,0.08922416865825653
56,0.07819412580945274,0.08530186265707015
57,0.0785381712696769,0.08747387975454331
58,0.07944355363195593,0.09234979003667831
59,0.07856361093846234,0.09375818818807602
60,0.07823197137225758,0.08533457666635513
61,0.07744731483134357,0.0860140010714531
62,0.0777640776200728,0.08597417771816254
63,0.07860198955644261,0.08801826238632202
64,0.07756339013576508,0.08962579518556595
65,0.07760902900587428,0.08602959364652633
66,0.07689971883188594,0.08866045624017715
67,0.07751446014100855,0.08829569220542907
68,0.07709798623215068,0.08478455245494843
69,0.07635699212551117,0.08729087561368942
70,0.07660673626444557,0.08489160239696503
71,0.07677030292424289,0.08826308995485306
72,0.07652561434290626,0.09300688207149506
73,0.07637286253950813,0.08834405988454819
74,0.07579111104661768,0.08571386039257049
75,0.07656978138468483,0.08594469875097274
76,0.07487744973464446,0.08290050029754639
77,0.07564827257936652,0.08597529232501984
78,0.07578642937270078,0.08781617879867554
79,0.07570726627653296,0.08491081893444061
80,0.0763702853159471,0.08691931515932083
81,0.07570031149820848,0.08817668706178665
82,0.07536790316755121,0.08373859226703644
83,0.07556514848362315,0.08622222244739533
84,0.07539670778946443,0.08505891263484955
85,0.07512678070501848,0.08760521113872528
86,0.07540427012877031,0.0874895453453064
87,0.07535628974437714,0.08535227477550507
88,0.07425383004275235,0.08750153481960296
89,0.07485303485935385,0.08850152939558029
90,0.07395635206590999,0.0851602241396904
91,0.0741598978638649,0.08464348167181016
92,0.07375670021230524,0.08580720722675324
93,0.07387802614407106,0.08482124954462052
94,0.07409189573743126,0.08793928921222686
95,0.07475934854962608,0.09068642705678939
96,0.0744558112187819,0.08574735075235367
97,0.07387451421130788,0.08691059798002243
98,0.07283053547143936,0.08323191404342652
99,0.07281305302273143,0.08544845581054687
